adjectives,answer,image_file,noun_lemma,people,qa_id,question,question_phrase,relevant,type
gray,no gray jacket found,2348123.jpg,jacket,man,-29932,how tall is man with gray jacket and jeans,gray jacket,0,attribute
black,black shirt found,713719.jpg,shirt,woman,29940,how tall is young woman has on black shirt,black shirt,1,attribute
black,no black shirt found,1159354.jpg,shirt,woman,-29940,how tall is young woman has on black shirt,black shirt,0,attribute
black,black shoe found,713729.jpg,shoe,woman,29976,where is woman wearing black shoes,black shoe,1,attribute
black,no black shoe found,2317785.jpg,shoe,woman,-29976,where is woman wearing black shoes,black shoe,0,attribute
blue,blue jacket found,713729.jpg,jacket,child,29980,where is a child dressed in a blue jacket going,blue jacket,1,attribute
blue,no blue jacket found,2354572.jpg,jacket,child,-29980,where is a child dressed in a blue jacket going,blue jacket,0,attribute
short,short hair found,713743.jpg,hair,man,30038,why is man with short hair,short hair,1,attribute
short,no short hair found,2346301.jpg,hair,man,-30038,why is man with short hair,short hair,0,attribute
"short,brown",short brown hair found,713746.jpg,hair,woman,30044,why is the person with short brown hair,short brown hair,1,attribute
"short,brown",no short brown hair found,2330839.jpg,hair,woman,-30044,why is the person with short brown hair,short brown hair,0,attribute
orange,orange shirt found,713752.jpg,shirt,man,30084,what is a man in a orange shirt looking towards,orange shirt,1,attribute
orange,no orange shirt found,2349857.jpg,shirt,man,-30084,what is a man in a orange shirt looking towards,orange shirt,0,attribute
short,short hair found,713755.jpg,hair,man,30106,how come man with short hair,short hair,1,attribute
short,no short hair found,2410938.jpg,hair,man,-30106,how come man with short hair,short hair,0,attribute
black,black jacket found,713755.jpg,jacket,man,30112,how tall is man in a black jacket pulling a suitcase,black jacket,1,attribute
black,no black jacket found,2415170.jpg,jacket,man,-30112,how tall is man in a black jacket pulling a suitcase,black jacket,0,attribute
plaid,plaid shirt found,713755.jpg,shirt,man,30116,how tall is man with plaid shirt has a black back pack,plaid shirt,1,attribute
plaid,no plaid shirt found,2374042.jpg,shirt,man,-30116,how tall is man with plaid shirt has a black back pack,plaid shirt,0,attribute
white,white jacket found,713755.jpg,coat,woman,30124,how come woman has on white coat and jeans,white jacket,1,attribute
white,no white jacket found,2322431.jpg,coat,woman,-30124,how come woman has on white coat and jeans,white jacket,0,attribute
red,red jacket found,713759.jpg,jacket,man,30148,how tall is man has red jacket,red jacket,1,attribute
red,no red jacket found,2404394.jpg,jacket,man,-30148,how tall is man has red jacket,red jacket,0,attribute
black,black shirt found,713762.jpg,shirt,person,30168,who is in a black shirt,black shirt,1,attribute
black,no black shirt found,2361344.jpg,shirt,person,-30168,who is in a black shirt,black shirt,0,attribute
gray,gray jacket found,713766.jpg,coat,person,30182,how tall is person dressed in red and gray coat,gray jacket,1,attribute
gray,no gray jacket found,2346388.jpg,coat,person,-30182,how tall is person dressed in red and gray coat,gray jacket,0,attribute
gray,gray jacket found,713766.jpg,coat,person,30190,how come person dressed in red and gray coat,gray jacket,1,attribute
gray,no gray jacket found,2401293.jpg,coat,person,-30190,how come person dressed in red and gray coat,gray jacket,0,attribute
white,white pant found,713767.jpg,pant,person,30202,how tall is person is dressed in white pants,white pant,1,attribute
white,no white pant found,2375204.jpg,pant,person,-30202,how tall is person is dressed in white pants,white pant,0,attribute
blond,blond hair found,713767.jpg,hair,woman,30208,why is woman with blonde hair,blond hair,1,attribute
blond,no blond hair found,2355367.jpg,hair,woman,-30208,why is woman with blonde hair,blond hair,0,attribute
brown,brown shirt found,713772.jpg,shirt,woman,30230,how tall is woman in a brown shirt,brown shirt,1,attribute
brown,no brown shirt found,2339067.jpg,shirt,woman,-30230,how tall is woman in a brown shirt,brown shirt,0,attribute
gray,gray jacket found,713773.jpg,coat,woman,30234,where is the woman has a gray coat going,gray jacket,1,attribute
gray,no gray jacket found,2382115.jpg,coat,woman,-30234,where is the woman has a gray coat going,gray jacket,0,attribute
orange,orange shirt found,713774.jpg,shirt,man,30238,how come man wearing an orange shirt,orange shirt,1,attribute
orange,no orange shirt found,2320640.jpg,shirt,man,-30238,how come man wearing an orange shirt,orange shirt,0,attribute
grey,gray jacket found,713775.jpg,coat,man,30242,how tall is man has grey coat,gray jacket,1,attribute
grey,no gray jacket found,2352746.jpg,coat,man,-30242,how tall is man has grey coat,gray jacket,0,attribute
gray,gray jacket found,713775.jpg,jacket,man,30248,how come man in a gray jacket holding a banana,gray jacket,1,attribute
gray,no gray jacket found,2390376.jpg,jacket,man,-30248,how come man in a gray jacket holding a banana,gray jacket,0,attribute
plaid,plaid shirt found,713790.jpg,shirt,man,30354,how tall is man in plaid shirt with blue cap,plaid shirt,1,attribute
plaid,no plaid shirt found,2364614.jpg,shirt,man,-30354,how tall is man in plaid shirt with blue cap,plaid shirt,0,attribute
yellow,yellow shirt found,713790.jpg,shirt,woman,30356,how tall is woman with a yellow shirt,yellow shirt,1,attribute
yellow,no yellow shirt found,2324475.jpg,shirt,woman,-30356,how tall is woman with a yellow shirt,yellow shirt,0,attribute
yellow,yellow shirt found,713790.jpg,shirt,woman,30358,how come woman has on yellow shirt,yellow shirt,1,attribute
yellow,no yellow shirt found,2338673.jpg,shirt,woman,-30358,how come woman has on yellow shirt,yellow shirt,0,attribute
blue,blue hat found,713792.jpg,hat,person,30366,why is person dressed in blue hat,blue hat,1,attribute
blue,no blue hat found,2330059.jpg,hat,person,-30366,why is person dressed in blue hat,blue hat,0,attribute
black,black hat found,713795.jpg,hat,person,30378,where is person has black hat,black hat,1,attribute
black,no black hat found,2389449.jpg,hat,person,-30378,where is person has black hat,black hat,0,attribute
pink,pink shirt found,713795.jpg,shirt,girl,30382,why is the person has pink shirt,pink shirt,1,attribute
pink,no pink shirt found,2387085.jpg,shirt,girl,-30382,why is the person has pink shirt,pink shirt,0,attribute
yellow,yellow shirt found,713795.jpg,shirt,boy,30392,why is the person wearing a yellow shirt,yellow shirt,1,attribute
yellow,no yellow shirt found,2389187.jpg,shirt,boy,-30392,why is the person wearing a yellow shirt,yellow shirt,0,attribute
black,black hat found,713803.jpg,hat,man,30418,why is man wearing a black hat,black hat,1,attribute
black,no black hat found,2343298.jpg,hat,man,-30418,why is man wearing a black hat,black hat,0,attribute
white,white hat found,713804.jpg,hat,woman,30424,how tall is woman has on white hat,white hat,1,attribute
white,no white hat found,2386914.jpg,hat,woman,-30424,how tall is woman has on white hat,white hat,0,attribute
curly,curly hair found,713806.jpg,hair,woman,30448,why is the person with curly hair,curly hair,1,attribute
curly,no curly hair found,2400709.jpg,hair,woman,-30448,why is the person with curly hair,curly hair,0,attribute
black,black hair found,713806.jpg,hair,girl,30476,why is girl with black hair and red lipstick,black hair,1,attribute
black,no black hair found,2389970.jpg,hair,girl,-30476,why is girl with black hair and red lipstick,black hair,0,attribute
orange,orange shirt found,713811.jpg,shirt,man,30528,why is man in a orange shirt,orange shirt,1,attribute
orange,no orange shirt found,150441.jpg,shirt,man,-30528,why is man in a orange shirt,orange shirt,0,attribute
brown,brown pant found,713821.jpg,pant,person,30556,where is person in brown pants,brown pant,1,attribute
brown,no brown pant found,2349823.jpg,pant,person,-30556,where is person in brown pants,brown pant,0,attribute
white,white pant found,713821.jpg,pant,person,30560,where is person has on white pants,white pant,1,attribute
white,no white pant found,2331455.jpg,pant,person,-30560,where is person has on white pants,white pant,0,attribute
white,white dress found,713824.jpg,dress,woman,30582,where is woman in white dress,white dress,1,attribute
white,no white dress found,2367618.jpg,dress,woman,-30582,where is woman in white dress,white dress,0,attribute
white,white dress found,713824.jpg,dress,woman,30590,where is a woman in curlers dressed in a white dress going,white dress,1,attribute
white,no white dress found,2349078.jpg,dress,woman,-30590,where is a woman in curlers dressed in a white dress going,white dress,0,attribute
white,white dress found,713824.jpg,dress,woman,30600,how come woman dressed in a white dress,white dress,1,attribute
white,no white dress found,1082.jpg,dress,woman,-30600,how come woman dressed in a white dress,white dress,0,attribute
black,black shoe found,713825.jpg,shoe,man,30618,why is man in black shoes,black shoe,1,attribute
black,no black shoe found,2402733.jpg,shoe,man,-30618,why is man in black shoes,black shoe,0,attribute
orange,orange shirt found,713828.jpg,shirt,person,30632,where is person jogging in orange shirt,orange shirt,1,attribute
orange,no orange shirt found,2375727.jpg,shirt,person,-30632,where is person jogging in orange shirt,orange shirt,0,attribute
gray,gray hair found,713835.jpg,hair,woman,30700,where is woman with gray hair,gray hair,1,attribute
gray,no gray hair found,2330677.jpg,hair,woman,-30700,where is woman with gray hair,gray hair,0,attribute
short,short hair found,713835.jpg,hair,man,30702,where is a man with short hair going,short hair,1,attribute
short,no short hair found,4098.jpg,hair,man,-30702,where is a man with short hair going,short hair,0,attribute
short,short hair found,713835.jpg,hair,woman,30704,what is a woman with short hair looking towards,short hair,1,attribute
short,no short hair found,2337142.jpg,hair,woman,-30704,what is a woman with short hair looking towards,short hair,0,attribute
brown,brown pant found,713838.jpg,pant,man,30734,what kind of brown pants on a man,brown pant,1,attribute
brown,no brown pant found,2315767.jpg,pant,man,-30734,what kind of brown pants on a man,brown pant,0,attribute
orange,orange shirt found,713846.jpg,shirt,man,30772,where is a man in an orange shirt going,orange shirt,1,attribute
orange,no orange shirt found,2409308.jpg,shirt,man,-30772,where is a man in an orange shirt going,orange shirt,0,attribute
black,black hair found,713851.jpg,hair,boy,30780,what is a boy with black hair have,black hair,1,attribute
black,no black hair found,2375871.jpg,hair,boy,-30780,what is a boy with black hair have,black hair,0,attribute
curly,curly hair found,713852.jpg,hair,man,30796,where is a man with curly hair going,curly hair,1,attribute
curly,no curly hair found,2381214.jpg,hair,man,-30796,where is a man with curly hair going,curly hair,0,attribute
black,black dress found,713852.jpg,dress,woman,30816,where is woman in a black dress walking on the street,black dress,1,attribute
black,no black dress found,1543.jpg,dress,woman,-30816,where is woman in a black dress walking on the street,black dress,0,attribute
black,black dress found,713852.jpg,dress,woman,30824,how tall is woman dressed in a black dress,black dress,1,attribute
black,no black dress found,2416412.jpg,dress,woman,-30824,how tall is woman dressed in a black dress,black dress,0,attribute
black,black shoe found,713852.jpg,shoe,man,30830,why is man wearing black shoes,black shoe,1,attribute
black,no black shoe found,2362439.jpg,shoe,man,-30830,why is man wearing black shoes,black shoe,0,attribute
striped,striped shirt found,713853.jpg,shirt,woman,30832,who wears striped shirt,striped shirt,1,attribute
striped,no striped shirt found,2373454.jpg,shirt,woman,-30832,who wears striped shirt,striped shirt,0,attribute
purple,purple shirt found,713853.jpg,shirt,woman,30852,how come woman with a purple shirt,purple shirt,1,attribute
purple,no purple shirt found,2343895.jpg,shirt,woman,-30852,how come woman with a purple shirt,purple shirt,0,attribute
plaid,plaid shirt found,713854.jpg,shirt,woman,30864,why is the person with a plaid shirt with a purse across her body,plaid shirt,1,attribute
plaid,no plaid shirt found,2325233.jpg,shirt,woman,-30864,why is the person with a plaid shirt with a purse across her body,plaid shirt,0,attribute
plaid,plaid shirt found,713854.jpg,shirt,woman,30866,why is woman in a plaid shirt,plaid shirt,1,attribute
